CODESC,TIPOESC,NOMESC,DRE,DIRETORIA,SUBPREF,CEU,ENDERECO,NUMERO,BAIRRO,CEP,TEL1,TEL2,FAX,SITUACAO,CDIST,DISTRITO,SETOR,CODSEE,CODINEP,EH,NOME_ANT,T2D3D,DTURNOS,LATITUDE,LONGITUDE,REDE,DATABASE,TOTCLA,TOTALU
093874,EMEF,JOSE AMERICO DE ALMEIDA,MP,SAO MIGUEL,SAO MIGUEL,,RUA ALTOS DO OITI,537,VILA HELENA,08081410,25865469,25810143,25810143,Ativa,44,JARDIM HELENA,4403,0083948,35083948,161077110000000,E.M. JARDIM HELENA,2D,MT,-23486701,-46417975,DIR,31/10/2016,36,1056
093882,EMEF,"JOSE BENTO DE ASSIS, PROF.",MP,SAO MIGUEL,SAO MIGUEL,,RUA SAO GONCALO DO RIO DAS PEDRAS,140,VILA MARA,08081000,25812539,,25865301,Ativa,44,JARDIM HELENA,4403,0055736,35055736,161077113000000,E.M. DE VILA MARA,2D,MTN,-23487780,-46421516,DIR,31/10/2016,36,1063
093891,EMEF,ARMANDO CRIDEY RIGHETTI,MP,SAO MIGUEL,SAO MIGUEL,,RUA CORDÃO DE SÃO FRANCISCO,797,VILA AIMORÉ,08190000,25810360,25865533,,Ativa,44,JARDIM HELENA,4405,0055591,35055591,161077101000000,E.M. JARDIM NOEMIA,2D,MTN,-23493264,-46401813,DIR,31/10/2016,37,1002
093904,EMEF,CAPISTRANO DE ABREU,MP,SAO MIGUEL,SAO MIGUEL,,RUA CACHOEIRA MANGAVAL,120,VILA ITAIM,08190350,25810794,25810906,25810906,Ativa,44,JARDIM HELENA,4405,0055612,35055612,161077104000000,E.M. ITAIM PAULISTA,2D,MTN,-23490229,-46394462,DIR,31/10/2016,41,1166
019410,EMEF,MURURES,MP,SAO MIGUEL,SAO MIGUEL,,RUA DOS MURURÉS,434,JARDIM HELENA,08090580,25849411,25849402,,Ativa,44,JARDIM HELENA,4402,0408463,35408463,161077212000000,,2D,MT,-23476785,-46418725,DIR,31/10/2016,29,891
019367,CEU EMEF,TRES PONTES,MP,SAO MIGUEL,SAO MIGUEL,TRES PONTES,RUA CAPACHÓS,400,JARDIM CÉLIA,08191330,33976412,33976413,,Ativa,44,JARDIM HELENA,4406,0357121,35357121,161077560000200,,2D,MTG,-23478613,-46381454,DIR,31/10/2016,34,1024
019359,CEU EMEI,TRES PONTES,MP,SAO MIGUEL,SAO MIGUEL,TRES PONTES,RUA CAPACHÓS,400,JARDIM CÉLIA,08191330,33976417,33976416,,Ativa,44,JARDIM HELENA,4406,0357112,35357112,161077560000300,,2D,MT,-23478613,-46381454,DIR,31/10/2016,18,630
019316,EMEI,"CELIA RIBEIRO LANDIM, PROFA",MP,SAO MIGUEL,SAO MIGUEL,,PRACA CRAVEIRO DO CAMPO,S/N,JARDIM HELENA,08090590,25813605,,25813764,Ativa,44,JARDIM HELENA,4402,0127140,35127140,161077115000000,JARDIM HELENA,2D,MT,-23479106,-46419899,DIR,31/10/2016,14,471
019201,EMEI,"MARIA DA LUZ SILVA DE OLIVEIRA, PROFA.",MP,SAO MIGUEL,SAO MIGUEL,,RUA ERVA DO SERENO,103,JARDIM MAIA,08180010,25865562,25851611,,Ativa,44,JARDIM HELENA,4404,0270647,35270647,161077103000000,JARDIM SAO MARTINHO,2D,MT,-23483652,-46414190,DIR,31/10/2016,14,486
000108,EMEF,"JOSE ERMIRIO DE MORAIS, SEN.",MP,SAO MIGUEL,SAO MIGUEL,,RUA SAO BRAS DO SUACUI,159,JARDIM HELENA,08090290,25865294,25811484,,Ativa,44,JARDIM HELENA,4402,0098760,35098760,161077116000000,VILA NITRO OPERARIA,2D,MT,-23478312,-46427344,DIR,31/10/2016,21,634
014583,EMEF,"FLAVIO AUGUSTO ROSA, PROF.",MP,SAO MIGUEL,SAO MIGUEL,,RUA GRUTA DAS PRINCESAS,165,VILA ITAIM,08190460,25811786,25811398,25811398,Ativa,44,JARDIM HELENA,4405,0062790,35062790,161077107000000,VILA ITAIM,2D,MTG,-23482913,-46394483,DIR,31/10/2016,28,699
017531,EMEI,"VALENTINA ANTONINI DA SILVA, PROFA.",MP,SAO MIGUEL,SAO MIGUEL,,RUA CONCEICAO DO ALMEIDA,120,PARQUE PAULISTANO,08081370,25810128,20259403,,Ativa,44,JARDIM HELENA,4403,0207767,35207767,161077112000000,,2D,MT,-23491964,-46421499,DIR,31/10/2016,16,509
501527,MOVA,CONS COM. DE EDUC DO DISTRITO DE CURUCA E GRANDE LESTE,MP,SAO MIGUEL,SAO MIGUEL,,RUA EDALBERTO DOS SANTOS,30,VILA PIRACICABA,08090120,,,,Ativa,44,JARDIM HELENA,4401,,,,CONS COM. DE EDUC DO DISTRITO DE CURUCA E GRA,2D,MT,-23479628,-46429048,CON,31/10/2016,2,40
700030,CEU AT COM,"TRES PONTES - NILZETE LETICIA BISPO DOS SANTOS LIMA, PROFA.",MP,SAO MIGUEL,SAO MIGUEL,TRES PONTES,RUA CAPACHÓS,S/N,JARDIM CÉLIA,08191330,33976410,,,Ativa,44,JARDIM HELENA,4406,0455829,35455829,,TRES PONTES - NILZETE LETICIA BISPO DOS SANTO,,,-23478613,-46381454,DIR,31/10/2016,0,0
501215,MOVA,CENTRO DE EDUC DA ZONA LESTE UNID VIII MP,MP,SAO MIGUEL,SAO MIGUEL,,RUA ANTONIO DIAS DE MOURA,1235,JARDIM MAIA,08180380,,,,Ativa,44,JARDIM HELENA,4404,,,,,2D,TN,-23491144,-46409955,CON,31/10/2016,2,39
500545,MOVA,ASS DOS TRAB DE ITAIM PTA E PQUE PAULISTANO UNID I MP,MP,SAO MIGUEL,SAO MIGUEL,,RUA JOSE NUNES DOS SANTOS,1000,PARQUE PAULISTANO,08080600,65851759,,,Ativa,44,JARDIM HELENA,4402,,,,ASS DOS TRAB DE ITAIM PTA E PQUE PAULISTANO U,2D,MTN,-23489900,-46427703,CON,31/10/2016,4,86
500458,MOVA,SOCIEDADE AMIGOS DE VILA MARA UNID I MP,MP,SAO MIGUEL,SAO MIGUEL,,RUA SALVADOR FERNANDES CARDIA,1037,JARDIM HELENA,08081170,65817983,,,Ativa,44,JARDIM HELENA,4402,,,,,3D,MIVN,-23482517,-46420280,CON,31/10/2016,8,171
400612,CEI INDIR,FRANK DUFF,MP,SAO MIGUEL,SAO MIGUEL,,RUA FREGUESIA DE SAO ROMAO,312,VILA SEABRA,08180150,25817323,,,Ativa,44,JARDIM HELENA,4404,0308900,35308900,,,2D,INTEGR,-23487909,-46408325,CON,31/10/2016,12,184
400620,CEI INDIR,CLAUDIO JANUARIO,MP,SAO MIGUEL,SAO MIGUEL,,RUA DA GOIABEIRA SERRANA,71,JARDIM SAO MARTINHO,08081560,25854934,,,Ativa,44,JARDIM HELENA,4402,0307956,35307956,,,2D,INTEGR,-23482583,-46417002,CON,31/10/2016,15,182
400676,CEU CEI,TRES PONTES,MP,SAO MIGUEL,SAO MIGUEL,TRES PONTES,RUA CAPACHÓS,400,JARDIM CÉLIA,08191330,33976415,33976414,33976445,Ativa,44,JARDIM HELENA,4406,0357108,35357108,161077560000100,,2D,INTEGR,-23478613,-46381454,DIR,31/10/2016,16,204
400768,CEI INDIR,JARDIM HELENA I,MP,SAO MIGUEL,SAO MIGUEL,,RUA KUMAKI AOKI,1138,JARDIM HELENA,08090370,20252206,,,Ativa,44,JARDIM HELENA,4402,0479494,35479494,161077221000000,,2D,INTEGR,-23479243,-46418703,CON,31/10/2016,20,235
400489,CEI DIRET,VILA AIMORE,MP,SAO MIGUEL,SAO MIGUEL,,RUA SIMAO RODRIGUES MOREIRA,100,VILA SEABRA,08180500,25815037,,,Ativa,44,JARDIM HELENA,4404,0283289,35283289,161077117000000,,2D,INTEGR,-23491734,-46405765,DIR,31/10/2016,11,146
308452,CR.P.CONV,CAMINHO DOURADO III,MP,SAO MIGUEL,SAO MIGUEL,,RUA CORDILHEIRA DO ARARIPE,14,JARDIM NOEMIA,08180120,25855750,,,Ativa,44,JARDIM HELENA,4404,0579592,35579592,,,2D,INTEGR,-23493192,-46409367,CON,31/10/2016,6,73
308680,CR.P.CONV,KAUE MARQUES,MP,SAO MIGUEL,SAO MIGUEL,,RUA ASCENSO FERNANDES,32,PARQUE PAULISTANO,08081040,,,,Ativa,44,JARDIM HELENA,4402,0587102,35587102,,,2D,INTEGR,-23477455,-46424659,CON,31/10/2016,5,70
308688,CR.P.CONV,INFANCIA COM AFETO,MP,SAO MIGUEL,SAO MIGUEL,,RUA APIÚ-QUIRIBÓ,5,VILA AIMORÉ,08190030,,,,Ativa,44,JARDIM HELENA,4404,0587345,35587345,,,2D,INTEGR,-23493511,-46405101,CON,31/10/2016,7,60
308656,CR.P.CONV,DUDA CORUJINHA,MP,SAO MIGUEL,SAO MIGUEL,,RUA DOUTOR JOSÉ DE PORCIÚNCULA,520,PARQUE PAULISTANO,08080650,,,,Ativa,44,JARDIM HELENA,4402,0586298,35586298,,,2D,INTEGR,-23483634,-46427758,CON,31/10/2016,9,91
308647,CR.P.CONV,ESPERANCA,MP,SAO MIGUEL,SAO MIGUEL,,AVENIDA DOUTOR JOSÉ ARTUR NOVA,1375,PARQUE PAULISTANO,08090000,,,,Ativa,44,JARDIM HELENA,4402,0586055,35586055,,,2D,INTEGR,-23484349,-46434514,CON,31/10/2016,12,123
308642,CR.P.CONV,TIA ANA,MP,SAO MIGUEL,SAO MIGUEL,,RUA SERRA DE LUÍS GOMES,190,VILA ITAIM,08190500,,,,Ativa,44,JARDIM HELENA,4405,0585907,35585907,,,2D,INTEGR,-23484424,-46390606,CON,31/10/2016,9,94
308621,CR.P.CONV,ALIMENTA MEU SONHO,MP,SAO MIGUEL,SAO MIGUEL,,RUA TUJUMIRIM,223,JARDIM HELENA,08081180,,,,Ativa,44,JARDIM HELENA,4402,0586717,35586717,,,2D,INTEGR,-23482184,-46419807,CON,31/10/2016,8,100
400150,CEI DIRET,"JOAO CARLOS FAIRBANKS, VER.",MP,SAO MIGUEL,SAO MIGUEL,,RUA ANDRE FURTADO DE MENDONCA,307,JARDIM ROMANO,08191260,25817475,,,Ativa,44,JARDIM HELENA,4406,0237358,35237358,161077114000000,VILA ROMANO,2D,INTEGR,-23480434,-46384174,DIR,31/10/2016,9,158
400128,CEI DIRET,JARDIM SAO MARTINHO,MP,SAO MIGUEL,SAO MIGUEL,,RUA ERVA DO SERENO,31,JARDIM MAIA,08180010,25843553,,,Ativa,44,JARDIM HELENA,4404,0237334,35237334,161077111000000,,2D,INTEGR,-23483753,-46414874,DIR,31/10/2016,10,126
400094,CEI DIRET,JARDIM MAIA,MP,SAO MIGUEL,SAO MIGUEL,,AVENIDA ESTRELA DA NOITE,287,JARDIM MAIA,08180190,25816607,,,Ativa,44,JARDIM HELENA,4403,0237280,35237280,161077108000000,,2D,INTEGR,-23492839,-46415849,DIR,31/10/2016,12,126
400056,CEI DIRET,HELENA PEREIRA DE MORAES,MP,SAO MIGUEL,SAO MIGUEL,,RUA CARLO MARATTI,61,JARDIM HELENA,08090460,25813962,,,Ativa,44,JARDIM HELENA,4402,0237346,35237346,161077102000000,,2D,INTEGR,-23477909,-46424822,DIR,31/10/2016,12,131
400057,CEI DIRET,"HIGINO PELLEGRINI, VER.",MP,SAO MIGUEL,SAO MIGUEL,,RUA CORDAO DE SAO FRANCISCO,19,VILA AIMORE,08190000,25866007,,,Ativa,44,JARDIM HELENA,4404,0237322,35237322,161077105000000,VILA NOEMIA,2D,INTEGR,-23493461,-46409196,DIR,31/10/2016,8,95
090450,EMEI,"ANTONIO BRANCO LEFEVRE, PROF.",BT,BUTANTA,PINHEIROS,,RUA DOUTOR OVÍDIO PIRES DE CAMPOS,342,CERQUEIRA CÉSAR,05403010,30632986,30633543,,Ativa,45,JARDIM PAULISTA,4501,0051706,35051706,161079168000000,HOSPITAL DAS CLINICAS - PI 23,2D,INTEGR,-23557055,-46670438,DIR,31/10/2016,8,247
306197,CR.P.CONV,JESUS MENINO,BT,BUTANTA,PINHEIROS,,ALAMEDA FRANCA,889,JARDIM PAULISTA,01422001,30642686,,30642686,Ativa,45,JARDIM PAULISTA,4502,0180099,35180099,,,2D,INTEGR,-23560547,-46664414,CON,31/10/2016,4,56
306225,CR.P.CONV,CEDRINHO I,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA GUILHERME VALENTE,131,JARDIM VERGUEIRO,05818280,55147786,,58913060,Ativa,46,JARDIM SAO LUIS,4602,0184202,35184202,,CEDRINHO,2D,INTEGR,-23666906,-46732664,CON,31/10/2016,13,155
306240,CR.P.CONV,MARIA IZABEL,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA NOVA DO TUPAROQUERA,249,JARDIM NOVO SANTO AMARO,05820200,58532050,5853-2051,58519994,Ativa,46,JARDIM SAO LUIS,4602,0184172,35184172,,,2D,INTEGR,-23657738,-46736350,CON,31/10/2016,29,333
306237,CR.P.CONV,LAR DE AMOR MEIMEI,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA JÚLIO LOURENÇO PINTO,42,PARQUE SANTO ANTÔNIO,05851240,58166600,,,Ativa,46,JARDIM SAO LUIS,4603,0184251,35184251,,,2D,INTEGR,-23663456,-46755390,CON,31/10/2016,11,163
306220,CR.P.CONV,A NOSSA CASA DA CRIANCA,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA TEODÓSIO DE SAAVEDRA,9,CHÁCARA SANTANA,05831170,55146465,58933667,,Ativa,46,JARDIM SAO LUIS,4603,0184248,35184248,,,2D,INTEGR,-23670824,-46743701,CON,31/10/2016,13,164
306233,CR.P.CONV,JARDIM KLEIN,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA BONIFÁCIO DE MONTFERRAT,260,CHÁCARA SANTANA,05831040,58914943,,,Ativa,46,JARDIM SAO LUIS,4603,0184184,35184184,,,2D,INTEGR,-23673910,-46747728,CON,31/10/2016,6,93
306244,CR.P.CONV,NOSSA SENHORA DO BOM CONSELHO MAE DE MISERICORDIA,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA NOSSA SENHORA DO BOM CONSELHO,123,CHÁCARA NOSSA SENHORA DO BOM CONSELHO,05763470,55117205,,,Ativa,46,JARDIM SAO LUIS,4601,0184081,35184081,,NS SRA DO BOM CONSELHO,2D,INTEGR,-23647522,-46756614,CON,31/10/2016,12,174
306245,CR.P.CONV,NOSSA SENHORA DO CAMINHO I,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA ENGENHEIRO ANTÔNIO ALVES BRAGA,17,RIVIERA PAULISTA,04923160,55176907,,,Ativa,46,JARDIM SAO LUIS,4605,0184159,35184159,,NS SRA DO CAMINHO,2D,INTEGR,-23701082,-46745285,CON,31/10/2016,6,70
306246,CR.P.CONV,NUCLEO JARDIM UNIVERSAL,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA BÁCIO DE FILICAIA,274,JARDIM FIGUEIRA GRANDE,04914060,58931757,,58322269,Ativa,46,JARDIM SAO LUIS,4604,0184111,35184111,,,2D,INTEGR,-23677087,-46746223,CON,31/10/2016,4,74
306247,CR.P.CONV,NUCLEO MATRIZ,CL,CAMPO LIMPO,M'BOI MIRIM,,AVENIDA MANUEL DE SIQUEIRA,35,JARDIM SANTA EDWIGES (CAPELA DO SOCORRO),04913010,58975779,58975779,,Ativa,46,JARDIM SAO LUIS,4604,0184196,35184196,,,2D,INTEGR,-23672662,-46744218,CON,31/10/2016,5,70
306635,CR.P.CONV,"CEDRO DO LIBANO III, CEI",CL,CAMPO LIMPO,M'BOI MIRIM,,RUA GUILHERME VALENTE,131,JARDIM VERGUEIRO,05818280,55147784,,58913060,Ativa,46,JARDIM SAO LUIS,4602,0268012,35268012,,,2D,INTEGR,-23666906,-46732664,CON,31/10/2016,10,160
306636,CR.P.CONV,"CEDRO DO LIBANO IV, CEI",CL,CAMPO LIMPO,M'BOI MIRIM,,RUA GUILHERME VALENTE,131,JARDIM VERGUEIRO,05818280,58911707,,58913060,Ativa,46,JARDIM SAO LUIS,4602,0268021,35268021,,,2D,INTEGR,-23666906,-46732664,CON,31/10/2016,10,160
306637,CEI INDIR,JARDIM SANTA EDWIGES,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA SEBASTIÃO SENRET,15,GUARAPIRANGA,04911030,58972398,,,Ativa,46,JARDIM SAO LUIS,4604,0184135,35184135,,,2D,INTEGR,-23676335,-46742014,CON,31/10/2016,10,112
306608,CR.P.CONV,LAR MARIA ALBERTINA,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA NOVA DO TUPAROQUERA,520,JARDIM NOVO SANTO AMARO,05820200,58517490,58516140,,Ativa,46,JARDIM SAO LUIS,4602,0191863,35191863,,,2D,INTEGR,-23658770,-46738231,CON,31/10/2016,10,130
306611,CR.P.CONV,JOSE CLAUDIO VIEIRA,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA PARVATI,408,JARDIM SOUZA,04918160,58925481,,,Ativa,46,JARDIM SAO LUIS,4605,0192557,35192557,,,2D,INTEGR,-23692838,-46748048,CON,31/10/2016,7,123
306506,CR.P.CONV,PIRRALHINHOS I,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA BARTOLOMEU DOS SANTOS,541,CHÁCARA SANTANA,05821030,58944500,,,Ativa,46,JARDIM SAO LUIS,4603,0566385,35566385,,PIRRALHINHOS,2D,INTEGR,-23668556,-46746384,CON,31/10/2016,4,63
306493,CR.P.CONV,CEDRO DO LIBANO I,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA GUILHERME VALENTE,131,JARDIM VERGUEIRO,05818280,55147782,,58913060,Ativa,46,JARDIM SAO LUIS,4602,0806742,35806742,,,2D,INTEGR,-23666906,-46732664,CON,31/10/2016,10,160
306494,CR.P.CONV,CEDRO DO LIBANO II,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA GUILHERME VALENTE,131,JARDIM VERGUEIRO,05818280,58911707,,58913060,Ativa,46,JARDIM SAO LUIS,4602,0128351,35128351,000000000000000,,2D,INTEGR,-23666906,-46732664,CON,31/10/2016,10,160
306893,CR.P.CONV,CEDRINHO II,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA GUILHERME VALENTE,131,JARDIM VERGUEIRO,05818280,55147787,,58913060,Ativa,46,JARDIM SAO LUIS,4602,0381019,35381019,,,2D,INTEGR,-23666906,-46732664,CON,31/10/2016,12,160
307163,CR.P.CONV,NOSSA SENHORA DO CAMINHO II,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA PADRE CLARO,50,RIVIERA PAULISTA,04923120,55177454,,,Ativa,46,JARDIM SAO LUIS,4605,0435223,35435223,,,2D,INTEGR,-23700856,-46746017,CON,31/10/2016,6,70
306971,CR.P.CONV,CEDRINHO III,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA GUILHERME VALENTE,131,JARDIM VERGUEIRO,05818280,58911707,,58913060,Ativa,46,JARDIM SAO LUIS,4602,0429223,35429223,,CEDRINHO II,2D,INTEGR,-23663227,-46735687,CON,31/10/2016,15,157
306957,CR.P.CONV,CEDRINHO IV,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA GUILHERME VALENTE,131,JARDIM VERGUEIRO,05818280,55147792,,58913060,Ativa,46,JARDIM SAO LUIS,4602,0429235,35429235,,,2D,INTEGR,-23663227,-46735687,CON,31/10/2016,15,157
306950,CR.P.CONV,VALE ENCANTADO,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA CAPITANIAS HEREDITÁRIAS,848,JARDIM NOVO SANTO AMARO,05820120,58911877,,,Ativa,46,JARDIM SAO LUIS,4602,0393964,35393964,,,2D,INTEGR,-23668941,-46739662,CON,31/10/2016,11,136
308254,CR.P.CONV,ESTRELINHAS DA MAMAE,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA LUCIANO SILVA,477,VILA DAS BELEZAS,05841000,55130193,,,Ativa,46,JARDIM SAO LUIS,4601,0569665,35569665,,,2D,INTEGR,-23647107,-46741156,CON,31/10/2016,16,180
308274,CR.P.CONV,RESTAURANDO SONHOS,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA DANIEL AUBER,59,JARDIM IRACEMA,05847470,58121784,,,Ativa,46,JARDIM SAO LUIS,4603,0579087,35579087,,,2D,INTEGR,-23656188,-46749146,CON,31/10/2016,23,264
308284,CR.P.CONV,NOVA AURORA,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA ISAÍAS BRANCO DE ARAÚJO,354,VILA DAS BELEZAS,05841150,55130313,,,Ativa,46,JARDIM SAO LUIS,4601,0577091,35577091,,,2D,INTEGR,-23645615,-46741920,CON,31/10/2016,9,117
308307,CR.P.CONV,CASA DA ARVORE,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA CANDELÁRIA,250,JARDIM MARQUESA,04921250,58279027,,,Ativa,46,JARDIM SAO LUIS,4605,0578605,35578605,,,2D,INTEGR,-23694299,-46753841,CON,31/10/2016,8,104
308360,CR.P.CONV,TERRA NOSSA,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA GABRIEL FAURE,214,JARDIM SÃO JOÃO,05815050,5851-1715,,,Ativa,46,JARDIM SAO LUIS,4603,0577996,35577996,,,2D,INTEGR,-23660275,-46736542,CON,31/10/2016,5,90
308325,CR.P.CONV,CAMINHAR V,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA CELSO MAGALHÃES,31,PARQUE SANTO ANTÔNIO,05834030,58916255,982782274,,Ativa,46,JARDIM SAO LUIS,4603,0577777,35577777,,,2D,INTEGR,-23670098,-46755572,CON,31/10/2016,9,120
308132,CR.P.CONV,UNIVERSO CRIANCA,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA GERALDA RANGEL BIANCHINI,87,PARQUE ALVES DE LIMA,04902020,58945771,,,Ativa,46,JARDIM SAO LUIS,4604,0565635,35565635,,,2D,INTEGR,-23669146,-46729812,CON,31/10/2016,7,95
308235,CR.P.CONV,NOVO AMANHECER - JARDIM THOMAZ,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA MICHEL JACOB CHEID,64,JARDIM THOMAZ,05833240,58978466,,,Ativa,46,JARDIM SAO LUIS,4603,0567991,35567991,,,2D,INTEGR,-23673471,-46757460,CON,31/10/2016,5,67
308241,CR.P.CONV,CAMINHAR III,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA JOSÉ ANDREOTTI,101,PARQUE ALVES DE LIMA,04902010,55145169,,,Ativa,46,JARDIM SAO LUIS,4604,0568399,35568399,,,2D,INTEGR,-23668497,-46728874,CON,31/10/2016,6,75
308242,CR.P.CONV,NELSON DE OLIVEIRA CAMPOS,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA SATULNINO DE OLIVEIRA,94,JARDIM SÃO LUÍS,05813080,58514668,,,Ativa,46,JARDIM SAO LUIS,4602,0568715,35568715,,,2D,INTEGR,-23653557,-46733379,CON,31/10/2016,18,210
308090,CR.P.CONV,CAMINHAR II,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA ANHANDUÍ MIRIM,530,JARDIM DAS FLORES,04904200,58917374-,,,Ativa,46,JARDIM SAO LUIS,4604,0563110,35563110,,,2D,INTEGR,-23673698,-46740461,CON,31/10/2016,10,140
308009,CR.P.CONV,NOSSA SENHORA DAS GRACAS,CL,CAMPO LIMPO,M'BOI MIRIM,,AVENIDA ALBERTO VICENTE CARDOSO,85,JARDIM THOMAZ,05833030,58942812,965100864,,Ativa,46,JARDIM SAO LUIS,4603,0498014,35498014,,,2D,INTEGR,-23672515,-46758100,CON,31/10/2016,5,73
307352,CR.P.CONV,MAE PEREGRINA - COMUNIDADE SAO PEDRO CHANEL,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA YOSHIMARA MINAMOTO,1164,JARDIM BRASÍLIA,05847620,58126619,,,Ativa,46,JARDIM SAO LUIS,4603,0444790,35444790,,,2D,INTEGR,-23652919,-46751524,CON,31/10/2016,8,87
307558,CEI INDIR,CEDRO V - PARQUE ALVES DE LIMA,CL,CAMPO LIMPO,M'BOI MIRIM,,AVENIDA FRANCISCO NÓBREGA BARBOSA,162,PARQUE ALVES DE LIMA,04902000,58931656,,58933060,Ativa,46,JARDIM SAO LUIS,4604,0457346,35457346,,,2D,INTEGR,-23668727,-46729410,CON,31/10/2016,4,70
307722,CR.P.CONV,"CEDRO DO LIBANO VI, CEI",CL,CAMPO LIMPO,M'BOI MIRIM,,RUA GUILHERME VALENTE,131,JARDIM VERGUEIRO,05818280,55147788,,58913060,Ativa,46,JARDIM SAO LUIS,4602,0464673,35464673,,,2D,INTEGR,-23666906,-46732664,CON,31/10/2016,10,160
092975,EMEF,OTONIEL MOTA,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA RAIMUNDA FRANKLIN DE MELO,184,PARQUE SANTO ANTONIO,05850270,58162564,55113424,,Ativa,46,JARDIM SAO LUIS,4603,0053934,35053934,161072229000000,E.M. JARDIM CAPELINHA,2D,MTN,-23659536,-46755091,DIR,31/10/2016,35,871
092983,EMEF,PROCOPIO FERREIRA,CL,CAMPO LIMPO,M'BOI MIRIM,,AVENIDA FIM DE SEMANA,527,JARDIM CASABLANCA,05846270,55120287,,55122237,Ativa,46,JARDIM SAO LUIS,4603,0053961,35053961,161072231000000,JARDIM SAO LUIZ,2D,MTN,-23655614,-46747495,DIR,31/10/2016,42,1209
092991,EMEF,"AIRTON ARANTES RIBEIRO, PROF.",CL,CAMPO LIMPO,M'BOI MIRIM,,RUA FREI LUÍS BELTRÃO,5,CONJUNTO PROMORAR SÃO LUIS,05846290,55113687,,55130008,Ativa,46,JARDIM SAO LUIS,4603,0087661,35087661,161072206000000,CONJUNTO PRO-MORAR JARDIM SAO LUIZ,2D,MTN,-23658666,-46746098,DIR,31/10/2016,31,905
093009,EMEF,"LUIZ TENORIO DE BRITO, CEL.",CL,CAMPO LIMPO,M'BOI MIRIM,,RUA BALDOMERO CARQUEJA,278,VILA PREL,05780260,55130018,,,Ativa,46,JARDIM SAO LUIS,4601,0053818,35053818,161072131000000,ESCOLA MISTA DE VILA PREL,2D,MTG,-23646657,-46751277,DIR,31/10/2016,25,694
093084,EMEF,"DE GAULLE, GEN.",CL,CAMPO LIMPO,M'BOI MIRIM,,RUA MOURISCA,16,JARDIM IBIRAPUERA,05814190,58519658,58513445,,Ativa,46,JARDIM SAO LUIS,4602,0053909,35053909,161072212000000,E.M.DO JARDIM IBIRAPUERA,2D,MTN,-23658243,-46731030,DIR,31/10/2016,35,1017
092860,EMEF,"MARIO MOURA E ALBUQUERQUE, BEL.",CL,CAMPO LIMPO,M'BOI MIRIM,,RUA HUMBERTO DE ALMEIDA,521,CHACARA SANTANA,05831000,58910875,55143074,,Ativa,46,JARDIM SAO LUIS,4603,0053797,35053797,161072226000000,ESCOLA MISTA DE VILA TUPAROQUERA,2D,MT,-23671472,-46747273,DIR,31/10/2016,24,749
099252,EMEI,"NORIMAR TEIXEIRA, PROFA.",CL,CAMPO LIMPO,M'BOI MIRIM,,RUA VERDUM,45,JARDIM SAO FRANCISCO,04918230,55152002,55140011,,Ativa,46,JARDIM SAO LUIS,4605,0098620,35098620,161072222000000,GUARAPIRANGA,2D,MT,-23689692,-46740349,DIR,31/10/2016,12,415
099112,EMEF,PRACINHAS DA FEB,CL,CAMPO LIMPO,M'BOI MIRIM,,RUA ANTONIO RAPOSO BARRETO,151,JARDIM DAS FLORES,04904170,55146696,55143583,,Ativa,46,JARDIM SAO LUIS,4604,0098589,35098589,161072230000000,JARDIM DAS FLORES,2D,MTN,-23674887,-46738403,DIR,31/10/2016,24,698
